Date,Subs,,,,
08/01/2018,55483628,,,,
08/02/2018,55623157,,,,
08/03/2018,55766263,,,,
08/04/2018,55917152,,,,
08/05/2018,56065007,,,,
08/06/2018,56199235,,,,
08/07/2018,56330975,,,,
08/08/2018,56465637,,,,
08/09/2018,56604743,,,,
08/10/2018,56756936,,,,
08/11/2018,56908902,,,,
08/12/2018,57057032,,,,
08/13/2018,57189779,,,,
08/14/2018,57332391,,,,
08/15/2018,57476884,,,,
08/16/2018,57616373,,,,
08/17/2018,57770965,,,,
08/18/2018,57930208,,,,
08/19/2018,58076109,,,,
08/20/2018,58209921,,,,
08/21/2018,58349835,,,,
08/22/2018,58512383,,,,
08/23/2018,58672325,,,,
08/24/2018,58843068,,,,
08/25/2018,59021613,,,,
08/26/2018,59183458,,,,
08/27/2018,59321134,,,,
08/28/2018,59456612,,,,
08/29/2018,59601023,,,,
08/30/2018,59749727,,,,
08/31/2018,59905409,,,,
09/01/2018,60069257,,,,
09/02/2018,60230690,,,,
09/03/2018,60388565,,,,
09/04/2018,60527433,,,,
09/05/2018,60672137,,,,
09/06/2018,60823049,,,,
09/07/2018,60989219,,,,
09/08/2018,61160774,,,,
09/09/2018,61339287,,,,
09/10/2018,61485133,,,,
09/11/2018,61633355,,,,
09/12/2018,61785573,,,,
09/13/2018,61933088,,,,
09/14/2018,62079922,,,,
09/15/2018,62227583,,,,
09/16/2018,62377463,,,,
09/17/2018,62502804,,,,
09/18/2018,62620943,,,,
09/19/2018,62753702,,,,
09/20/2018,62881342,,,,
09/21/2018,63001986,,,,
09/22/2018,63128896,,,,
09/23/2018,63252290,,,,
09/24/2018,63350340,,,,
09/25/2018,63459334,,,,
09/26/2018,63576310,,,,
09/27/2018,63690980,,,,
09/28/2018,63816999,,,,
09/29/2018,63939196,,,,
09/30/2018,64063604,,,,
10/01/2018,64171313,,,,
10/02/2018,64292786,,,,
10/03/2018,64400263,,,,
10/04/2018,64510406,,,,
10/05/2018,64601280,,,,
10/06/2018,64740349,,,,
10/07/2018,64866194,,,,
10/08/2018,64970335,,,,
10/09/2018,65074630,,,,
10/10/2018,65182447,,,,
10/11/2018,65287329,,,,
10/12/2018,65440143,,,,
10/13/2018,65566821,,,,
10/14/2018,65682311,,,,
10/15/2018,65820861,,,,
10/16/2018,65960308,,,,
10/17/2018,66118350,,,,
10/18/2018,66268631,,,,
10/19/2018,66397985,,,,
10/20/2018,66549776,,,,
10/21/2018,66690613,,,,
10/22/2018,66809620,,,,
10/23/2018,66930118,,,,
10/24/2018,67052036,,,,
10/25/2018,67174605,,,,
10/26/2018,67320028,,,,
10/27/2018,67485485,,,,
10/28/2018,67641032,,,,
10/29/2018,67784486,,,,
10/30/2018,67916137,,,,
10/31/2018,68061653,,,,
11/01/2018,68194817,,,,
11/02/2018,68327716,,,,
11/03/2018,68469626,,,,
11/04/2018,68624584,,,,
11/05/2018,68762517,,,,
11/06/2018,68900910,,,,
11/07/2018,69046334,,,,
11/08/2018,69198968,,,,
11/09/2018,69357365,,,,
11/10/2018,69526411,,,,
11/11/2018,69678608,,,,
11/12/2018,69806935,,,,
11/13/2018,69945306,,,,
11/14/2018,70071890,,,,
11/15/2018,70216961,,,,
11/16/2018,70348476,,,,
11/17/2018,70480573,,,,
11/18/2018,70618001,,,,
11/19/2018,70746901,,,,
11/20/2018,70875999,,,,
11/21/2018,71008398,,,,
11/22/2018,71150569,,,,
11/23/2018,71332357,,,,
11/24/2018,71506867,,,,
11/25/2018,71665921,,,,
11/26/2018,71812592,,,,
11/27/2018,71986960,,,,
11/28/2018,72156922,,,,
11/29/2018,72335431,,,,
11/30/2018,72540915,,,,
12/01/2018,72783366,,,,
12/02/2018,73109515,,,,
12/03/2018,73410923,,,,
12/04/2018,73721976,,,,
12/05/2018,73982223,,,,
12/06/2018,74208335,,,,
12/07/2018,74438170,,,,
12/08/2018,74635865,,,,
12/09/2018,74825240,,,,
12/10/2018,74989383,,,,
12/11/2018,75127757,,,,
12/12/2018,75284522,,,,
12/13/2018,75448639,,,,
12/14/2018,75395083,,,,
12/15/2018,75567839,,,,
12/16/2018,75728014,,,,
12/17/2018,75867209,,,,
12/18/2018,76006128,,,,
12/19/2018,76156990,,,,
12/20/2018,76305943,,,,
12/21/2018,76404335,,,,
12/22/2018,76705532,,,,
12/23/2018,76888212,,,,
12/24/2018,77048911,,,,
12/25/2018,77214779,,,,
12/26/2018,77389687,,,,
12/27/2018,77551173,,,,
12/28/2018,77696102,,,,
12/29/2018,77848441,,,,
12/30/2018,78002230,,,,
12/31/2018,78169372,,,,
01/01/2019,78348161,,,,
01/02/2019,78521528,,,,
01/03/2019,78688717,,,,
01/04/2019,78856061,,,,
01/05/2019,79029244,,,,
01/06/2019,79214421,,,,
01/07/2019,79359506,,,,
01/08/2019,79487954,,,,
01/09/2019,79670186,,,,
01/10/2019,79816878,,,,
01/11/2019,79965479,,,,
01/12/2019,80156616,,,,
01/13/2019,80333408,,,,
01/14/2019,80499489,,,,
01/15/2019,80651251,,,,
01/16/2019,80814014,,,,
01/17/2019,80972126,,,,
01/18/2019,81123799,,,,
01/19/2019,81292036,,,,
01/20/2019,81481436,,,,
01/21/2019,81653597,,,,
01/22/2019,81822055,,,,
01/23/2019,81974097,,,,
01/24/2019,82133859,,,,
01/25/2019,82306241,,,,
01/26/2019,82478609,,,,
01/27/2019,82640150,,,,
01/28/2019,82785087,,,,
01/29/2019,82922704,,,,
01/30/2019,83056731,,,,
01/31/2019,83189781,,,,
02/01/2019,83331200,,,,
02/02/2019,83492502,,,,
02/03/2019,83703293,,,,
02/04/2019,83887929,,,,
02/05/2019,84069261,,,,
02/06/2019,84227631,,,,
02/07/2019,84390154,,,,
02/08/2019,84543489,,,,
02/09/2019,84712360,,,,
02/10/2019,84894719,,,,
02/11/2019,85042260,,,,
02/12/2019,85193805,,,,
02/13/2019,85391513,,,,
02/14/2019,85550285,,,,
02/15/2019,85692635,,,,
02/16/2019,85835893,,,,
02/17/2019,85985321,,,,
02/18/2019,86113028,,,,
02/19/2019,86267079,,,,
02/20/2019,86404745,,,,
02/21/2019,86537911,,,,
02/22/2019,86696117,,,,
02/23/2019,86838844,,,,
02/24/2019,86978346,,,,
02/25/2019,87100208,,,,
02/26/2019,87208182,,,,
02/27/2019,87317303,,,,
02/28/2019,87431079,,,,
03/01/2019,87548726,,,,
03/02/2019,87686031,,,,
03/03/2019,87847974,,,,
03/04/2019,87971361,,,,
03/05/2019,88087881,,,,
03/06/2019,88196326,,,,
03/07/2019,88351142,,,,
03/08/2019,88479998,,,,
03/09/2019,88630978,,,,
03/10/2019,88765375,,,,
03/11/2019,88931743,,,,
03/12/2019,89101588,,,,
03/13/2019,89260189,,,,
03/14/2019,89406423,,,,
03/15/2019,89556441,,,,
03/16/2019,89704710,,,,
03/17/2019,89869652,,,,
03/18/2019,90033080,,,,
03/19/2019,90209508,,,,
03/20/2019,90426388,,,,
03/21/2019,90669347,,,,
03/22/2019,90873346,,,,
03/23/2019,91033754,,,,
03/24/2019,91189041,,,,
03/25/2019,91327842,,,,
03/26/2019,91463035,,,,
03/27/2019,91596264,,,,
03/28/2019,91734148,,,,
03/29/2019,91851301,,,,
03/30/2019,91969263,,,,
03/31/2019,92095524,,,,
04/01/2019,92232989,,,,
04/02/2019,92380721,,,,
04/03/2019,92457425,,,,
